area_name,area_id,park_name,park_id,squirrel_id,fur_color,location,activities,lat,lon,date
BROOKLYN,D,McCarren Park,22,D-22-14,Cinnamon,Above Ground,"Climbing, Sitting in short tree",40.723136,-73.951794,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-15,Gray,Above Ground,Eating,40.723071,-73.951697,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-16,Cinnamon,Ground Plane,"Foraging, Jumping",40.723006,-73.951655,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-17,Gray,Above Ground,Chilling,40.722962,-73.951752,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-18,Cinnamon,Above Ground,Hanging,40.722603,-73.951449,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-19,Cinnamon,Above Ground,"Running, Climbing",40.721247,-73.951609,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-20,Gray,Above Ground,Climbing,40.720606,-73.952769,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-21,Gray,Above Ground,"Chasing, Climbing",40.720582,-73.952694,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-22,Gray,Above Ground,Climbing,40.720533,-73.95272,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-23,Gray,Above Ground,Climbing,40.720488,-73.952806,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-24,Gray,Ground Plane,"Eating, Foraging",40.720458,-73.954244,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-25,Gray,Ground Plane,Foraging,40.720018,-73.953442,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-26,Gray,Ground Plane,"Running, Foraging",40.720026,-73.953652,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-27,Gray,Ground Plane,"Eating (bread crumbs), Foraging",40.719777,-73.952774,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-28,Gray,Ground Plane,Running,40.720114,-73.952768,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-29,Gray,Ground Plane,Hanging out,40.719944,-73.952505,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-30,Gray,Ground Plane,Foraging,40.720448,-73.952521,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-31,Cinnamon,Ground Plane,Foraging,40.720412,-73.952353,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-32,Gray,Ground Plane,Foraging,40.720372,-73.952326,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-33,Gray,Ground Plane,Foraging,40.720749,-73.951891,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-34,Cinnamon,Above Ground,Sleeping (Dead?),40.721181,-73.951255,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-35,Cinnamon,Above Ground,Sleeping (Dead?),40.721181,-73.951255,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-36,Cinnamon,Ground Plane,Eating (tortilla/chip),40.72112,-73.95104,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-37,Gray,Ground Plane,Running,40.721315,-73.950943,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-38,Gray,Ground Plane,Eating,40.721258,-73.950799,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-39,Gray,Ground Plane,Eating,40.721217,-73.95077,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-40,Cinnamon,Ground Plane,Foraging,40.721173,-73.950781,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-41,Cinnamon,Above Ground,"Running, Foraging",40.721161,-73.950732,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-42,Gray,Above Ground,Climbing,40.721124,-73.950797,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-43,Gray,Above Ground,"Running, Chasing, Climbing",40.721026,-73.950765,3/1/20
BROOKLYN,D,McCarren Park,22,D-22-44,Gray,Ground Plane,Foraging,40.719376,-73.952326,3/1/20
